firm_name,ticker,quarter,quarter_str,total_patents,ai_patents,ai_share
"Align Technology, Inc.",ALGN,2017Q1,2017Q1,8,2,0.25
"Align Technology, Inc.",ALGN,2017Q2,2017Q2,13,4,0.3076923076923077
"Align Technology, Inc.",ALGN,2017Q3,2017Q3,11,4,0.36363636363636365
"Align Technology, Inc.",ALGN,2017Q4,2017Q4,14,5,0.35714285714285715
"Align Technology, Inc.",ALGN,2018Q1,2018Q1,2,1,0.5
"Align Technology, Inc.",ALGN,2018Q2,2018Q2,14,4,0.2857142857142857
"Align Technology, Inc.",ALGN,2018Q3,2018Q3,9,2,0.2222222222222222
"Align Technology, Inc.",ALGN,2018Q4,2018Q4,21,8,0.38095238095238093
"Align Technology, Inc.",ALGN,2019Q1,2019Q1,8,3,0.375
"Align Technology, Inc.",ALGN,2019Q2,2019Q2,16,4,0.25
"Align Technology, Inc.",ALGN,2019Q3,2019Q3,15,7,0.4666666666666667
"Align Technology, Inc.",ALGN,2019Q4,2019Q4,29,13,0.4482758620689655
"Align Technology, Inc.",ALGN,2020Q1,2020Q1,26,11,0.4230769230769231
"Align Technology, Inc.",ALGN,2020Q2,2020Q2,22,12,0.5454545454545454
"Align Technology, Inc.",ALGN,2020Q3,2020Q3,33,11,0.3333333333333333
"Align Technology, Inc.",ALGN,2020Q4,2020Q4,21,10,0.47619047619047616
"Align Technology, Inc.",ALGN,2021Q1,2021Q1,33,11,0.3333333333333333
"Align Technology, Inc.",ALGN,2021Q2,2021Q2,35,17,0.4857142857142857
"Align Technology, Inc.",ALGN,2021Q3,2021Q3,17,4,0.23529411764705882
"Align Technology, Inc.",ALGN,2021Q4,2021Q4,23,10,0.43478260869565216
"Align Technology, Inc.",ALGN,2022Q1,2022Q1,24,6,0.25
"Align Technology, Inc.",ALGN,2022Q2,2022Q2,24,11,0.4583333333333333
"Align Technology, Inc.",ALGN,2022Q3,2022Q3,36,16,0.4444444444444444
"Align Technology, Inc.",ALGN,2022Q4,2022Q4,30,12,0.4
"Align Technology, Inc.",ALGN,2023Q1,2023Q1,37,13,0.35135135135135137
"Align Technology, Inc.",ALGN,2023Q2,2023Q2,36,13,0.3611111111111111
"Align Technology, Inc.",ALGN,2023Q3,2023Q3,42,20,0.47619047619047616
"Align Technology, Inc.",ALGN,2023Q4,2023Q4,44,17,0.38636363636363635
Ambarella International LP,AMBA,2020Q1,2020Q1,1,0,0.0
Ambarella International LP,AMBA,2020Q2,2020Q2,21,16,0.7619047619047619
Ambarella International LP,AMBA,2020Q3,2020Q3,16,10,0.625
Ambarella International LP,AMBA,2020Q4,2020Q4,13,11,0.8461538461538461
Ambarella International LP,AMBA,2021Q1,2021Q1,4,3,0.75
Ambarella International LP,AMBA,2021Q2,2021Q2,8,7,0.875
Ambarella International LP,AMBA,2021Q3,2021Q3,5,3,0.6
Ambarella International LP,AMBA,2021Q4,2021Q4,6,6,1.0
Ambarella International LP,AMBA,2022Q1,2022Q1,3,3,1.0
Ambarella International LP,AMBA,2022Q2,2022Q2,10,6,0.6
Ambarella International LP,AMBA,2022Q3,2022Q3,3,3,1.0
Ambarella International LP,AMBA,2022Q4,2022Q4,9,7,0.7777777777777778
Ambarella International LP,AMBA,2023Q1,2023Q1,12,9,0.75
Ambarella International LP,AMBA,2023Q2,2023Q2,8,6,0.75
Ambarella International LP,AMBA,2023Q3,2023Q3,10,7,0.7
Ambarella International LP,AMBA,2023Q4,2023Q4,11,7,0.6363636363636364
"Analog Devices, Inc.",ADI,2016Q1,2016Q1,50,3,0.06
"Analog Devices, Inc.",ADI,2016Q2,2016Q2,26,1,0.038461538461538464
"Analog Devices, Inc.",ADI,2016Q3,2016Q3,33,7,0.21212121212121213
"Analog Devices, Inc.",ADI,2016Q4,2016Q4,27,4,0.14814814814814814
"Analog Devices, Inc.",ADI,2017Q1,2017Q1,39,3,0.07692307692307693
"Analog Devices, Inc.",ADI,2017Q2,2017Q2,33,6,0.18181818181818182
"Analog Devices, Inc.",ADI,2017Q3,2017Q3,46,3,0.06521739130434782
"Analog Devices, Inc.",ADI,2017Q4,2017Q4,22,3,0.13636363636363635
"Analog Devices, Inc.",ADI,2018Q1,2018Q1,27,2,0.07407407407407407
"Analog Devices, Inc.",ADI,2018Q2,2018Q2,33,3,0.09090909090909091
"Analog Devices, Inc.",ADI,2018Q3,2018Q3,26,1,0.038461538461538464
"Analog Devices, Inc.",ADI,2018Q4,2018Q4,16,1,0.0625
"Analog Devices, Inc.",ADI,2019Q1,2019Q1,25,1,0.04
"Analog Devices, Inc.",ADI,2019Q2,2019Q2,27,1,0.037037037037037035
"Analog Devices, Inc.",ADI,2019Q3,2019Q3,28,4,0.14285714285714285
"Analog Devices, Inc.",ADI,2019Q4,2019Q4,28,1,0.03571428571428571
"Analog Devices, Inc.",ADI,2020Q1,2020Q1,26,2,0.07692307692307693
"Analog Devices, Inc.",ADI,2020Q2,2020Q2,28,5,0.17857142857142858
"Analog Devices, Inc.",ADI,2020Q3,2020Q3,26,6,0.23076923076923078
"Analog Devices, Inc.",ADI,2020Q4,2020Q4,29,3,0.10344827586206896
"Analog Devices, Inc.",ADI,2021Q1,2021Q1,22,1,0.045454545454545456
"Analog Devices, Inc.",ADI,2021Q2,2021Q2,18,2,0.1111111111111111
"Analog Devices, Inc.",ADI,2021Q3,2021Q3,19,4,0.21052631578947367
"Analog Devices, Inc.",ADI,2021Q4,2021Q4,22,3,0.13636363636363635
"Analog Devices, Inc.",ADI,2022Q1,2022Q1,21,3,0.14285714285714285
"Analog Devices, Inc.",ADI,2022Q2,2022Q2,18,1,0.05555555555555555
"Analog Devices, Inc.",ADI,2022Q3,2022Q3,19,3,0.15789473684210525
"Analog Devices, Inc.",ADI,2022Q4,2022Q4,21,4,0.19047619047619047
"Analog Devices, Inc.",ADI,2023Q1,2023Q1,22,2,0.09090909090909091
"Analog Devices, Inc.",ADI,2023Q2,2023Q2,29,0,0.0
"Analog Devices, Inc.",ADI,2023Q3,2023Q3,24,3,0.125
"Analog Devices, Inc.",ADI,2023Q4,2023Q4,19,5,0.2631578947368421
Apple Inc.,AAPL,2016Q1,2016Q1,489,153,0.3128834355828221
Apple Inc.,AAPL,2016Q2,2016Q2,559,171,0.30590339892665475
Apple Inc.,AAPL,2016Q3,2016Q3,534,164,0.30711610486891383
Apple Inc.,AAPL,2016Q4,2016Q4,520,160,0.3076923076923077
Apple Inc.,AAPL,2017Q1,2017Q1,555,170,0.3063063063063063
Apple Inc.,AAPL,2017Q2,2017Q2,595,177,0.29747899159663865
Apple Inc.,AAPL,2017Q3,2017Q3,527,147,0.27893738140417457
Apple Inc.,AAPL,2017Q4,2017Q4,551,132,0.2395644283121597
Apple Inc.,AAPL,2018Q1,2018Q1,476,121,0.2542016806722689
Apple Inc.,AAPL,2018Q2,2018Q2,582,148,0.2542955326460481
Apple Inc.,AAPL,2018Q3,2018Q3,557,167,0.2998204667863555
Apple Inc.,AAPL,2018Q4,2018Q4,549,158,0.2877959927140255
Apple Inc.,AAPL,2019Q1,2019Q1,546,153,0.2802197802197802
Apple Inc.,AAPL,2019Q2,2019Q2,697,197,0.28263988522238165
Apple Inc.,AAPL,2019Q3,2019Q3,589,182,0.3089983022071307
Apple Inc.,AAPL,2019Q4,2019Q4,659,188,0.2852807283763278
Apple Inc.,AAPL,2020Q1,2020Q1,650,179,0.2753846153846154
Apple Inc.,AAPL,2020Q2,2020Q2,701,212,0.3024251069900143
Apple Inc.,AAPL,2020Q3,2020Q3,760,229,0.3013157894736842
Apple Inc.,AAPL,2020Q4,2020Q4,678,209,0.308259587020649
Apple Inc.,AAPL,2021Q1,2021Q1,662,190,0.28700906344410876
Apple Inc.,AAPL,2021Q2,2021Q2,669,201,0.3004484304932735
Apple Inc.,AAPL,2021Q3,2021Q3,650,182,0.28
Apple Inc.,AAPL,2021Q4,2021Q4,559,165,0.295169946332737
Apple Inc.,AAPL,2022Q1,2022Q1,533,172,0.3227016885553471
Apple Inc.,AAPL,2022Q2,2022Q2,620,223,0.3596774193548387
Apple Inc.,AAPL,2022Q3,2022Q3,537,185,0.34450651769087526
Apple Inc.,AAPL,2022Q4,2022Q4,597,206,0.34505862646566166
Apple Inc.,AAPL,2023Q1,2023Q1,522,172,0.32950191570881227
Apple Inc.,AAPL,2023Q2,2023Q2,509,165,0.3241650294695481
Apple Inc.,AAPL,2023Q3,2023Q3,748,259,0.3462566844919786
Apple Inc.,AAPL,2023Q4,2023Q4,758,258,0.3403693931398417
"Applied Materials, Inc.",AMAT,2016Q1,2016Q1,122,6,0.04918032786885246
"Applied Materials, Inc.",AMAT,2016Q2,2016Q2,130,2,0.015384615384615385
"Applied Materials, Inc.",AMAT,2016Q3,2016Q3,118,5,0.0423728813559322
"Applied Materials, Inc.",AMAT,2016Q4,2016Q4,123,3,0.024390243902439025
"Applied Materials, Inc.",AMAT,2017Q1,2017Q1,115,5,0.043478260869565216
"Applied Materials, Inc.",AMAT,2017Q2,2017Q2,122,4,0.03278688524590164
"Applied Materials, Inc.",AMAT,2017Q3,2017Q3,134,8,0.05970149253731343
"Applied Materials, Inc.",AMAT,2017Q4,2017Q4,111,4,0.036036036036036036
"Applied Materials, Inc.",AMAT,2018Q1,2018Q1,138,6,0.043478260869565216
"Applied Materials, Inc.",AMAT,2018Q2,2018Q2,108,6,0.05555555555555555
"Applied Materials, Inc.",AMAT,2018Q3,2018Q3,110,7,0.06363636363636363
"Applied Materials, Inc.",AMAT,2018Q4,2018Q4,122,7,0.05737704918032787
"Applied Materials, Inc.",AMAT,2019Q1,2019Q1,139,3,0.02158273381294964
"Applied Materials, Inc.",AMAT,2019Q2,2019Q2,152,11,0.07236842105263158
"Applied Materials, Inc.",AMAT,2019Q3,2019Q3,131,5,0.03816793893129771
"Applied Materials, Inc.",AMAT,2019Q4,2019Q4,205,14,0.06829268292682927
"Applied Materials, Inc.",AMAT,2020Q1,2020Q1,163,8,0.049079754601226995
"Applied Materials, Inc.",AMAT,2020Q2,2020Q2,164,9,0.054878048780487805
"Applied Materials, Inc.",AMAT,2020Q3,2020Q3,174,11,0.06321839080459771
"Applied Materials, Inc.",AMAT,2020Q4,2020Q4,140,6,0.04285714285714286
"Applied Materials, Inc.",AMAT,2021Q1,2021Q1,195,15,0.07692307692307693
"Applied Materials, Inc.",AMAT,2021Q2,2021Q2,169,13,0.07692307692307693
"Applied Materials, Inc.",AMAT,2021Q3,2021Q3,162,11,0.06790123456790123
"Applied Materials, Inc.",AMAT,2021Q4,2021Q4,148,11,0.07432432432432433
"Applied Materials, Inc.",AMAT,2022Q1,2022Q1,156,6,0.038461538461538464
"Applied Materials, Inc.",AMAT,2022Q2,2022Q2,171,13,0.07602339181286549
"Applied Materials, Inc.",AMAT,2022Q3,2022Q3,181,14,0.07734806629834254
"Applied Materials, Inc.",AMAT,2022Q4,2022Q4,204,13,0.06372549019607843
"Applied Materials, Inc.",AMAT,2023Q1,2023Q1,231,26,0.11255411255411256
"Applied Materials, Inc.",AMAT,2023Q2,2023Q2,206,18,0.08737864077669903
"Applied Materials, Inc.",AMAT,2023Q3,2023Q3,213,19,0.0892018779342723
"Applied Materials, Inc.",AMAT,2023Q4,2023Q4,246,27,0.10975609756097561
"Arista Networks, Inc.",ANET,2016Q1,2016Q1,1,0,0.0
"Arista Networks, Inc.",ANET,2016Q2,2016Q2,4,0,0.0
"Arista Networks, Inc.",ANET,2016Q3,2016Q3,5,1,0.2
"Arista Networks, Inc.",ANET,2016Q4,2016Q4,5,0,0.0
"Arista Networks, Inc.",ANET,2017Q1,2017Q1,5,1,0.2
"Arista Networks, Inc.",ANET,2017Q2,2017Q2,5,2,0.4
"Arista Networks, Inc.",ANET,2017Q3,2017Q3,9,3,0.3333333333333333
"Arista Networks, Inc.",ANET,2017Q4,2017Q4,6,1,0.16666666666666666
"Arista Networks, Inc.",ANET,2018Q1,2018Q1,9,3,0.3333333333333333
"Arista Networks, Inc.",ANET,2018Q2,2018Q2,10,3,0.3
"Arista Networks, Inc.",ANET,2018Q3,2018Q3,2,0,0.0
"Arista Networks, Inc.",ANET,2018Q4,2018Q4,5,1,0.2
"Arista Networks, Inc.",ANET,2019Q1,2019Q1,9,3,0.3333333333333333
"Arista Networks, Inc.",ANET,2019Q2,2019Q2,14,2,0.14285714285714285
"Arista Networks, Inc.",ANET,2019Q3,2019Q3,9,0,0.0
"Arista Networks, Inc.",ANET,2019Q4,2019Q4,9,1,0.1111111111111111
"Arista Networks, Inc.",ANET,2020Q1,2020Q1,20,3,0.15
"Arista Networks, Inc.",ANET,2020Q2,2020Q2,23,4,0.17391304347826086
"Arista Networks, Inc.",ANET,2020Q3,2020Q3,27,8,0.2962962962962963
"Arista Networks, Inc.",ANET,2020Q4,2020Q4,28,9,0.32142857142857145
"Arista Networks, Inc.",ANET,2021Q1,2021Q1,25,7,0.28
"Arista Networks, Inc.",ANET,2021Q2,2021Q2,18,5,0.2777777777777778
"Arista Networks, Inc.",ANET,2021Q3,2021Q3,26,5,0.19230769230769232
"Arista Networks, Inc.",ANET,2021Q4,2021Q4,29,8,0.27586206896551724
"Arista Networks, Inc.",ANET,2022Q1,2022Q1,28,6,0.21428571428571427
"Arista Networks, Inc.",ANET,2022Q2,2022Q2,33,8,0.24242424242424243
"Arista Networks, Inc.",ANET,2022Q3,2022Q3,26,4,0.15384615384615385
"Arista Networks, Inc.",ANET,2022Q4,2022Q4,34,6,0.17647058823529413
"Arista Networks, Inc.",ANET,2023Q1,2023Q1,23,3,0.13043478260869565
"Arista Networks, Inc.",ANET,2023Q2,2023Q2,32,11,0.34375
"Arista Networks, Inc.",ANET,2023Q3,2023Q3,28,6,0.21428571428571427
"Arista Networks, Inc.",ANET,2023Q4,2023Q4,24,8,0.3333333333333333
"Autodesk, Inc.",ADSK,2016Q1,2016Q1,11,9,0.8181818181818182
"Autodesk, Inc.",ADSK,2016Q2,2016Q2,12,5,0.4166666666666667
"Autodesk, Inc.",ADSK,2016Q3,2016Q3,9,7,0.7777777777777778
"Autodesk, Inc.",ADSK,2016Q4,2016Q4,13,11,0.8461538461538461
"Autodesk, Inc.",ADSK,2017Q1,2017Q1,12,8,0.6666666666666666
"Autodesk, Inc.",ADSK,2017Q2,2017Q2,18,11,0.6111111111111112
"Autodesk, Inc.",ADSK,2017Q3,2017Q3,15,9,0.6
"Autodesk, Inc.",ADSK,2017Q4,2017Q4,16,10,0.625
"Autodesk, Inc.",ADSK,2018Q1,2018Q1,11,8,0.7272727272727273
"Autodesk, Inc.",ADSK,2018Q2,2018Q2,15,11,0.7333333333333333
"Autodesk, Inc.",ADSK,2018Q3,2018Q3,19,12,0.631578947368421
"Autodesk, Inc.",ADSK,2018Q4,2018Q4,18,13,0.7222222222222222
"Autodesk, Inc.",ADSK,2019Q1,2019Q1,14,9,0.6428571428571429
"Autodesk, Inc.",ADSK,2019Q2,2019Q2,17,12,0.7058823529411765
"Autodesk, Inc.",ADSK,2019Q3,2019Q3,20,16,0.8
"Autodesk, Inc.",ADSK,2019Q4,2019Q4,25,15,0.6
"Autodesk, Inc.",ADSK,2020Q1,2020Q1,27,17,0.6296296296296297
"Autodesk, Inc.",ADSK,2020Q2,2020Q2,18,11,0.6111111111111112
"Autodesk, Inc.",ADSK,2020Q3,2020Q3,24,14,0.5833333333333334
"Autodesk, Inc.",ADSK,2020Q4,2020Q4,16,12,0.75
"Autodesk, Inc.",ADSK,2021Q1,2021Q1,20,14,0.7
"Autodesk, Inc.",ADSK,2021Q2,2021Q2,10,10,1.0
"Autodesk, Inc.",ADSK,2021Q3,2021Q3,21,14,0.6666666666666666
"Autodesk, Inc.",ADSK,2021Q4,2021Q4,15,11,0.7333333333333333
"Autodesk, Inc.",ADSK,2022Q1,2022Q1,16,14,0.875
"Autodesk, Inc.",ADSK,2022Q2,2022Q2,15,14,0.9333333333333333
"Autodesk, Inc.",ADSK,2022Q3,2022Q3,14,10,0.7142857142857143
"Autodesk, Inc.",ADSK,2022Q4,2022Q4,21,18,0.8571428571428571
"Autodesk, Inc.",ADSK,2023Q1,2023Q1,11,7,0.6363636363636364
"Autodesk, Inc.",ADSK,2023Q2,2023Q2,22,21,0.9545454545454546
"Autodesk, Inc.",ADSK,2023Q3,2023Q3,14,12,0.8571428571428571
"Autodesk, Inc.",ADSK,2023Q4,2023Q4,20,18,0.9
"BLUEOWL, LLC",OWL,2018Q3,2018Q3,1,1,1.0
"BLUEOWL, LLC",OWL,2019Q2,2019Q2,3,3,1.0
"BLUEOWL, LLC",OWL,2019Q3,2019Q3,3,2,0.6666666666666666
"BLUEOWL, LLC",OWL,2019Q4,2019Q4,1,1,1.0
"BLUEOWL, LLC",OWL,2020Q1,2020Q1,4,4,1.0
"BLUEOWL, LLC",OWL,2020Q2,2020Q2,2,2,1.0
"BLUEOWL, LLC",OWL,2020Q3,2020Q3,3,3,1.0
"BLUEOWL, LLC",OWL,2020Q4,2020Q4,10,9,0.9
"BLUEOWL, LLC",OWL,2021Q1,2021Q1,1,1,1.0
"BLUEOWL, LLC",OWL,2021Q2,2021Q2,5,4,0.8
"BLUEOWL, LLC",OWL,2021Q3,2021Q3,6,5,0.8333333333333334
"BLUEOWL, LLC",OWL,2021Q4,2021Q4,3,3,1.0
"BLUEOWL, LLC",OWL,2022Q1,2022Q1,7,7,1.0
"BLUEOWL, LLC",OWL,2022Q2,2022Q2,12,8,0.6666666666666666
"BLUEOWL, LLC",OWL,2022Q3,2022Q3,9,9,1.0
"BLUEOWL, LLC",OWL,2022Q4,2022Q4,16,13,0.8125
"BLUEOWL, LLC",OWL,2023Q1,2023Q1,11,9,0.8181818181818182
"BLUEOWL, LLC",OWL,2023Q2,2023Q2,10,8,0.8
"BLUEOWL, LLC",OWL,2023Q3,2023Q3,16,15,0.9375
"BLUEOWL, LLC",OWL,2023Q4,2023Q4,10,6,0.6
"Baker Hughes, a GE company, LLC",BKR,2017Q3,2017Q3,4,0,0.0
"Baker Hughes, a GE company, LLC",BKR,2017Q4,2017Q4,51,1,0.0196078431372549
"Baker Hughes, a GE company, LLC",BKR,2018Q1,2018Q1,84,2,0.023809523809523808
"Baker Hughes, a GE company, LLC",BKR,2018Q2,2018Q2,92,5,0.05434782608695652
"Baker Hughes, a GE company, LLC",BKR,2018Q3,2018Q3,92,2,0.021739130434782608
"Baker Hughes, a GE company, LLC",BKR,2018Q4,2018Q4,78,1,0.01282051282051282
"Baker Hughes, a GE company, LLC",BKR,2019Q1,2019Q1,79,4,0.05063291139240506
"Baker Hughes, a GE company, LLC",BKR,2019Q2,2019Q2,100,12,0.12
"Baker Hughes, a GE company, LLC",BKR,2019Q3,2019Q3,120,8,0.06666666666666667
"Baker Hughes, a GE company, LLC",BKR,2019Q4,2019Q4,131,3,0.022900763358778626
"Baker Hughes, a GE company, LLC",BKR,2020Q1,2020Q1,84,3,0.03571428571428571
"Baker Hughes, a GE company, LLC",BKR,2020Q2,2020Q2,94,3,0.031914893617021274
"Baker Hughes, a GE company, LLC",BKR,2020Q3,2020Q3,87,8,0.09195402298850575
"Baker Hughes, a GE company, LLC",BKR,2020Q4,2020Q4,80,5,0.0625
"Baker Hughes, a GE company, LLC",BKR,2021Q1,2021Q1,45,2,0.044444444444444446
"Baker Hughes, a GE company, LLC",BKR,2021Q2,2021Q2,34,5,0.14705882352941177
"Baker Hughes, a GE company, LLC",BKR,2021Q3,2021Q3,26,4,0.15384615384615385
"Baker Hughes, a GE company, LLC",BKR,2021Q4,2021Q4,27,1,0.037037037037037035
"Baker Hughes, a GE company, LLC",BKR,2022Q1,2022Q1,16,3,0.1875
"Baker Hughes, a GE company, LLC",BKR,2022Q2,2022Q2,14,3,0.21428571428571427
"Baker Hughes, a GE company, LLC",BKR,2022Q3,2022Q3,17,1,0.058823529411764705
"Baker Hughes, a GE company, LLC",BKR,2022Q4,2022Q4,8,2,0.25
"Baker Hughes, a GE company, LLC",BKR,2023Q1,2023Q1,7,2,0.2857142857142857
"Baker Hughes, a GE company, LLC",BKR,2023Q2,2023Q2,2,0,0.0
"Baker Hughes, a GE company, LLC",BKR,2023Q3,2023Q3,3,0,0.0
"Baker Hughes, a GE company, LLC",BKR,2023Q4,2023Q4,4,1,0.25
Bank of America Corporation,BAC,2016Q1,2016Q1,30,22,0.7333333333333333
Bank of America Corporation,BAC,2016Q2,2016Q2,72,54,0.75
Bank of America Corporation,BAC,2016Q3,2016Q3,65,45,0.6923076923076923
Bank of America Corporation,BAC,2016Q4,2016Q4,112,77,0.6875
Bank of America Corporation,BAC,2017Q1,2017Q1,61,38,0.6229508196721312
Bank of America Corporation,BAC,2017Q2,2017Q2,88,68,0.7727272727272727
Bank of America Corporation,BAC,2017Q3,2017Q3,63,48,0.7619047619047619
Bank of America Corporation,BAC,2017Q4,2017Q4,76,61,0.8026315789473685
Bank of America Corporation,BAC,2018Q1,2018Q1,31,20,0.6451612903225806
Bank of America Corporation,BAC,2018Q2,2018Q2,72,48,0.6666666666666666
Bank of America Corporation,BAC,2018Q3,2018Q3,90,74,0.8222222222222222
Bank of America Corporation,BAC,2018Q4,2018Q4,125,98,0.784
Bank of America Corporation,BAC,2019Q1,2019Q1,50,39,0.78
Bank of America Corporation,BAC,2019Q2,2019Q2,98,73,0.7448979591836735
Bank of America Corporation,BAC,2019Q3,2019Q3,100,84,0.84
Bank of America Corporation,BAC,2019Q4,2019Q4,166,129,0.7771084337349398
Bank of America Corporation,BAC,2020Q1,2020Q1,74,55,0.7432432432432432
Bank of America Corporation,BAC,2020Q2,2020Q2,111,93,0.8378378378378378
Bank of America Corporation,BAC,2020Q3,2020Q3,93,80,0.8602150537634409
Bank of America Corporation,BAC,2020Q4,2020Q4,164,136,0.8292682926829268
Bank of America Corporation,BAC,2021Q1,2021Q1,106,88,0.8301886792452831
Bank of America Corporation,BAC,2021Q2,2021Q2,121,97,0.8016528925619835
Bank of America Corporation,BAC,2021Q3,2021Q3,156,121,0.7756410256410257
Bank of America Corporation,BAC,2021Q4,2021Q4,128,103,0.8046875
Bank of America Corporation,BAC,2022Q1,2022Q1,147,125,0.8503401360544217
Bank of America Corporation,BAC,2022Q2,2022Q2,194,152,0.7835051546391752
Bank of America Corporation,BAC,2022Q3,2022Q3,138,120,0.8695652173913043
Bank of America Corporation,BAC,2022Q4,2022Q4,129,111,0.8604651162790697
Bank of America Corporation,BAC,2023Q1,2023Q1,177,139,0.7853107344632768
Bank of America Corporation,BAC,2023Q2,2023Q2,137,118,0.8613138686131386
Bank of America Corporation,BAC,2023Q3,2023Q3,143,119,0.8321678321678322
Bank of America Corporation,BAC,2023Q4,2023Q4,185,149,0.8054054054054054
"Becton, Dickinson and Company",BDX,2016Q1,2016Q1,27,0,0.0
"Becton, Dickinson and Company",BDX,2016Q2,2016Q2,34,1,0.029411764705882353
"Becton, Dickinson and Company",BDX,2016Q3,2016Q3,49,1,0.02040816326530612
"Becton, Dickinson and Company",BDX,2016Q4,2016Q4,32,0,0.0
"Becton, Dickinson and Company",BDX,2017Q1,2017Q1,31,0,0.0
"Becton, Dickinson and Company",BDX,2017Q2,2017Q2,42,1,0.023809523809523808
"Becton, Dickinson and Company",BDX,2017Q3,2017Q3,49,0,0.0
"Becton, Dickinson and Company",BDX,2017Q4,2017Q4,55,2,0.03636363636363636
"Becton, Dickinson and Company",BDX,2018Q1,2018Q1,38,1,0.02631578947368421
"Becton, Dickinson and Company",BDX,2018Q2,2018Q2,46,2,0.043478260869565216
"Becton, Dickinson and Company",BDX,2018Q3,2018Q3,31,0,0.0
"Becton, Dickinson and Company",BDX,2018Q4,2018Q4,40,0,0.0
"Becton, Dickinson and Company",BDX,2019Q1,2019Q1,49,2,0.04081632653061224
"Becton, Dickinson and Company",BDX,2019Q2,2019Q2,43,6,0.13953488372093023
"Becton, Dickinson and Company",BDX,2019Q3,2019Q3,46,5,0.10869565217391304
"Becton, Dickinson and Company",BDX,2019Q4,2019Q4,52,0,0.0
"Becton, Dickinson and Company",BDX,2020Q1,2020Q1,54,2,0.037037037037037035
"Becton, Dickinson and Company",BDX,2020Q2,2020Q2,49,7,0.14285714285714285
"Becton, Dickinson and Company",BDX,2020Q3,2020Q3,49,4,0.08163265306122448
"Becton, Dickinson and Company",BDX,2020Q4,2020Q4,59,2,0.03389830508474576
"Becton, Dickinson and Company",BDX,2021Q1,2021Q1,47,4,0.0851063829787234
"Becton, Dickinson and Company",BDX,2021Q2,2021Q2,40,5,0.125
"Becton, Dickinson and Company",BDX,2021Q3,2021Q3,46,4,0.08695652173913043
"Becton, Dickinson and Company",BDX,2021Q4,2021Q4,35,2,0.05714285714285714
"Becton, Dickinson and Company",BDX,2022Q1,2022Q1,38,3,0.07894736842105263
"Becton, Dickinson and Company",BDX,2022Q2,2022Q2,58,7,0.1206896551724138
"Becton, Dickinson and Company",BDX,2022Q3,2022Q3,46,5,0.10869565217391304
"Becton, Dickinson and Company",BDX,2022Q4,2022Q4,53,5,0.09433962264150944
"Becton, Dickinson and Company",BDX,2023Q1,2023Q1,52,3,0.057692307692307696
"Becton, Dickinson and Company",BDX,2023Q2,2023Q2,54,10,0.18518518518518517
"Becton, Dickinson and Company",BDX,2023Q3,2023Q3,55,9,0.16363636363636364
"Becton, Dickinson and Company",BDX,2023Q4,2023Q4,61,4,0.06557377049180328
Bell Helicopter Textron Inc.,TXT,2016Q1,2016Q1,10,3,0.3
Bell Helicopter Textron Inc.,TXT,2016Q2,2016Q2,21,1,0.047619047619047616
Bell Helicopter Textron Inc.,TXT,2016Q3,2016Q3,9,3,0.3333333333333333
Bell Helicopter Textron Inc.,TXT,2016Q4,2016Q4,17,4,0.23529411764705882
Bell Helicopter Textron Inc.,TXT,2017Q1,2017Q1,20,2,0.1
Bell Helicopter Textron Inc.,TXT,2017Q2,2017Q2,21,3,0.14285714285714285
Bell Helicopter Textron Inc.,TXT,2017Q3,2017Q3,21,3,0.14285714285714285
Bell Helicopter Textron Inc.,TXT,2017Q4,2017Q4,21,3,0.14285714285714285
Bell Helicopter Textron Inc.,TXT,2018Q1,2018Q1,22,6,0.2727272727272727
Bell Helicopter Textron Inc.,TXT,2018Q2,2018Q2,18,4,0.2222222222222222
Bell Helicopter Textron Inc.,TXT,2018Q3,2018Q3,28,6,0.21428571428571427
Bell Helicopter Textron Inc.,TXT,2018Q4,2018Q4,16,3,0.1875
Bell Helicopter Textron Inc.,TXT,2019Q1,2019Q1,34,6,0.17647058823529413
Bell Helicopter Textron Inc.,TXT,2019Q2,2019Q2,31,7,0.22580645161290322
Bell Helicopter Textron Inc.,TXT,2019Q3,2019Q3,47,8,0.1702127659574468
Bell Helicopter Textron Inc.,TXT,2019Q4,2019Q4,31,5,0.16129032258064516
Bell Helicopter Textron Inc.,TXT,2020Q1,2020Q1,25,1,0.04
Bell Helicopter Textron Inc.,TXT,2020Q2,2020Q2,29,3,0.10344827586206896
Bell Helicopter Textron Inc.,TXT,2020Q3,2020Q3,29,3,0.10344827586206896
Bell Helicopter Textron Inc.,TXT,2020Q4,2020Q4,32,5,0.15625
Bell Helicopter Textron Inc.,TXT,2021Q1,2021Q1,15,4,0.26666666666666666
Bell Helicopter Textron Inc.,TXT,2021Q2,2021Q2,24,3,0.125
Bell Helicopter Textron Inc.,TXT,2021Q3,2021Q3,6,1,0.16666666666666666
Bell Helicopter Textron Inc.,TXT,2021Q4,2021Q4,6,1,0.16666666666666666
"Bentley Systems, Incorporated",BSY,2016Q1,2016Q1,1,0,0.0
"Bentley Systems, Incorporated",BSY,2016Q3,2016Q3,4,3,0.75
"Bentley Systems, Incorporated",BSY,2016Q4,2016Q4,2,2,1.0
"Bentley Systems, Incorporated",BSY,2017Q1,2017Q1,1,0,0.0
"Bentley Systems, Incorporated",BSY,2017Q2,2017Q2,4,4,1.0
